	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20	Sample21	Sample22	Sample23	Sample24	Sample25	Sample26	Sample27	Sample28	Sample29	Sample30	Sample31	Sample32	Sample33	Sample34	Sample35	Sample36	Sample37	Sample38	Sample39	Sample40	Sample41	Sample42	Sample43	Sample44	Sample45	Sample46	Sample47	Sample48	Sample49	Sample50	Sample51	Sample52	Sample53	Sample54	Sample55	Sample56	Sample57	Sample58	Sample59	Sample60	Sample61	Sample62	Sample63	Sample64	Sample65	Sample66	Sample67	Sample68	Sample69	Sample70	Sample71	Sample72	Sample73	Sample74	Sample75	Sample76	Sample77	Sample78	Sample79	Sample80	Sample81	Sample82	Sample83	Sample84	Sample85	Sample86	Sample87	Sample88	Sample89	Sample90	Sample91	Sample92	Sample93	Sample94	Sample95
Sample71	0.0567792	0.0627925	0.163791	0.0979413	0.134163	0.0806624	0.116257	0.137753	0.0796916	0.0614034	0.114491	0.0566215	0.0785411	0.086843	0.0740337	0.116257	0.0770708	0.0639598	0.0734255	0.133567	0.116257	0.0817892	0.0687855	0.0873447	0.0940198	0.0766056	0.069101	0.105576	0.0820096	0.0771489	0.0781383	0.119475	0.0803644	0.0631684	0.0837258	0.0717584	0.136788	0.0618953	0.0670963	0.0809196	0.0626059	0.116057	0.111519	0.0712521	0.0604895	0.0576247	0.0662649	0.0797333	0.0602148	0.13492	0.0805344	0.0867434	0.105576	0.106765	0.0752797	0.0949205	0.0627124	0.0885226	0.0808337	0.0758802	0.0650517	0.0927908	0.073639	0.135226	0.087043	0.0769152	0.0725135	0.0894157	0.0857608	0.110984	0	0.0519792	0.0814827	0.0609436	0.077819	0.0766828	0.054128	0.0796916	0.0784198	0.101056	0.086545	0.0824541	0.0920479	0.0776999	0.0610198	0.0939012	0.144579	0.163504	0.0592334	0.073037	0.0800686	0.0860042	0.0650801	0.0847541	0.0943179
Sample72	0.0669465	0.0737463	0.0955937	0.0789891	0.0881091	0.0848014	0.115169	0.0761078	0.0539819	0.0631415	0.0752053	0.0917095	0.0774234	0.102704	0.101338	0.0749829	0.104955	0.0646278	0.0762985	0.0670063	0.0456293	0.04164	0.0961527	0.0852783	0.0810057	0.0467513	0.0293575	0.10359	0.09343	0.0920479	0.0787441	0.0728267	0.0820096	0.0880063	0.117372	0.0395121	0.112702	0.0775812	0.056847	0.0516469	0.040228	0.0681315	0.053383	0.0881605	0.0548681	0.0556025	0.0773448	0.0593303	0.0500696	0.0737463	0.0944377	0.087043	0.0967827	0.113918	0.106047	0.0774628	0.05103	0.107658	0.0603894	0.0770319	0.0876996	0.0903288	0.0817892	0.0736033	0.0460373	0.0465672	0.0755413	0.0792356	0.0758424	0.119153	0.0519792	0	0.0326063	0.0976162	0.0941388	0.0723061	0.0829037	0.0507068	0.0716905	0.127877	0.0653656	0.100776	0.0753916	0.0636302	0.0555153	0.0624204	0.117785	0.156373	0.084471	0.0497555	0.03974	0.0907107	0.0547188	0.0395255	0.0698691
Sample73	0.0789891	0.0689745	0.112518	0.110807	0.106444	0.0884707	0.104648	0.0972295	0.0530773	0.0645998	0.0894689	0.0785817	0.115957	0.112794	0.103665	0.0756916	0.108907	0.0797751	0.0855188	0.0782989	0.0468017	0.0415401	0.105342	0.0959655	0.0876487	0.0605146	0.0353885	0.113259	0.0960902	0.102196	0.0829942	0.0854706	0.0929063	0.103293	0.103815	0.0401461	0.134464	0.0919348	0.0679775	0.0574401	0.0429545	0.0771099	0.0525938	0.0846123	0.0484748	0.0517248	0.098599	0.0544222	0.0477919	0.0869429	0.0952864	0.0849915	0.104648	0.161003	0.0956555	0.0892038	0.0519203	0.108403	0.0601651	0.0732484	0.0903288	0.1314	0.0886267	0.0866937	0.044295	0.0478265	0.0763368	0.081092	0.0772663	0.162937	0.0814827	0.0326063	0	0.105032	0.0982689	0.0714538	0.0937239	0.0537949	0.0750569	0.137915	0.0842834	0.0971654	0.0788256	0.0660307	0.0567341	0.065194	0.153298	0.160733	0.0847068	0.0505558	0.0411716	0.141653	0.0617652	0.0415116	0.0829489
Sample74	0.0817014	0.0622357	0.0707523	0.111699	0.0785817	0.111429	0.1314	0.125964	0.0936649	0.0808337	0.129469	0.0598929	0.130012	0.0756916	0.065137	0.119475	0.0992673	0.0829037	0.0782989	0.14515	0.176252	0.111609	0.0467178	0.0773448	0.0949813	0.104495	0.0985328	0.117065	0.0876996	0.103441	0.108991	0.125222	0.110631	0.0721684	0.0786628	0.0951031	0.105498	0.0901121	0.103367	0.117992	0.0908755	0.198488	0.192258	0.0706202	0.0895221	0.0860042	0.064098	0.0955321	0.0931964	0.142367	0.0524142	0.0906559	0.103071	0.107331	0.0753916	0.150203	0.0799845	0.0757292	0.0945579	0.0946181	0.101056	0.101908	0.103815	0.142009	0.107987	0.0999463	0.0829942	0.102196	0.124251	0.0925608	0.0609436	0.0976162	0.105032	0	0.0732484	0.0838182	0.0818772	0.106047	0.101836	0.0894157	0.0941388	0.0885746	0.110631	0.0928485	0.0752797	0.105109	0.0859554	0.129334	0.0710848	0.0976162	0.108487	0.108487	0.101693	0.111519	0.162098
Sample75	0.0722372	0.0753169	0.12723	0.0765671	0.119909	0.112152	0.12237	0.0955937	0.0686288	0.0862	0.116157	0.0747617	0.0772663	0.0781383	0.0919913	0.0923321	0.0995376	0.106845	0.0754664	0.123536	0.159146	0.114587	0.102924	0.0679775	0.0715213	0.0918784	0.088993	0.0603145	0.0702918	0.0536089	0.0727569	0.0862	0.0596962	0.063385	0.0880063	0.086151	0.0791533	0.0535266	0.067916	0.089151	0.0920479	0.177782	0.164079	0.0741782	0.0799006	0.0956555	0.0651655	0.0709847	0.0997414	0.125468	0.102052	0.0525738	0.0571195	0.0754664	0.0624204	0.14291	0.0877506	0.0677323	0.116861	0.0669764	0.0641811	0.0929642	0.108319	0.127747	0.106047	0.0849915	0.0645437	0.112887	0.0953477	0.0509727	0.077819	0.0941388	0.0982689	0.0732484	0	0.0570057	0.0425249	0.0557119	0.0458082	0.063385	0.0538987	0.0712521	0.120788	0.108907	0.0789891	0.0989987	0.0557776	0.0859067	0.091041	0.0879038	0.106285	0.111609	0.113634	0.110455	0.13759
Sample76	0.0513178	0.0746883	0.115562	0.0920479	0.122833	0.11894	0.117992	0.142009	0.0744689	0.0838182	0.0886267	0.0603145	0.0532604	0.0646841	0.0941388	0.0731425	0.100567	0.109417	0.084424	0.158887	0.0951031	0.0807051	0.0704228	0.0764134	0.0588483	0.120566	0.066708	0.0624468	0.0775812	0.0708186	0.0808766	0.106926	0.0755038	0.037837	0.058349	0.0619736	0.0716566	0.0432843	0.0799006	0.0724096	0.0937829	0.204284	0.186292	0.0395924	0.0830395	0.0939605	0.0627658	0.0801529	0.100015	0.163791	0.11197	0.0654804	0.0520776	0.0589682	0.0598929	0.140776	0.0952252	0.0649098	0.117167	0.0736747	0.0651655	0.115562	0.102558	0.159933	0.0729668	0.074725	0.0725135	0.115957	0.106047	0.0680082	0.0766828	0.0723061	0.0714538	0.0838182	0.0570057	0	0.04486	0.0719287	0.0668867	0.0634122	0.0598929	0.0619214	0.110631	0.100015	0.0590162	0.0516469	0.0679467	0.0610707	0.0623939	0.100567	0.0725135	0.10542	0.108319	0.0730018	0.173336
Sample77	0.0611728	0.0691327	0.113353	0.0762603	0.134163	0.109246	0.118097	0.119583	0.0677323	0.0804493	0.0902745	0.0614292	0.0605397	0.0640426	0.0850869	0.0833583	0.0927332	0.0922182	0.0708518	0.134767	0.128138	0.098072	0.0811785	0.0632766	0.0538987	0.0874458	0.0794422	0.0594032	0.0670063	0.0511448	0.066827	0.0989318	0.0630606	0.0494626	0.0726524	0.0759181	0.0829037	0.0432843	0.056689	0.0829037	0.0747985	0.129604	0.117785	0.0654516	0.065137	0.0761078	0.0695472	0.0698691	0.0821425	0.141125	0.100015	0.0620782	0.0408631	0.0715889	0.0523347	0.11676	0.0787441	0.0560198	0.0941388	0.0636302	0.0432693	0.0714538	0.0951641	0.140603	0.102268	0.0853262	0.0614549	0.111699	0.0913739	0.0512985	0.054128	0.0829037	0.0937239	0.0818772	0.0425249	0.04486	0	0.0540236	0.047619	0.0631145	0.049082	0.0581842	0.117372	0.0983347	0.0656822	0.0896287	0.0605899	0.0744689	0.0696435	0.0835416	0.0933131	0.108319	0.104116	0.0988651	0.115463
Sample78	0.065769	0.0699338	0.102777	0.0704228	0.0983347	0.0878016	0.100916	0.0787441	0.0464006	0.0596962	0.0850391	0.0804493	0.0689114	0.0796916	0.097358	0.0823648	0.101622	0.0862	0.0686288	0.0760698	0.0744324	0.061558	0.107822	0.0720998	0.0597944	0.054128	0.0478612	0.0674281	0.0664415	0.0593789	0.0631145	0.0716566	0.0656244	0.0768375	0.103145	0.0540653	0.0959033	0.0563751	0.050014	0.067916	0.0450984	0.0784602	0.0621569	0.0825436	0.0483512	0.0545278	0.0764134	0.0468522	0.0518029	0.0834957	0.101765	0.0581607	0.0613007	0.0859067	0.0769929	0.095409	0.0526739	0.0717245	0.0659433	0.0588483	0.0593789	0.0854224	0.0835876	0.0829037	0.0650232	0.0604895	0.0542958	0.0752797	0.0656244	0.077819	0.0796916	0.0507068	0.0537949	0.106047	0.0557119	0.0719287	0.0540236	0	0.0361664	0.0889405	0.0495721	0.0695151	0.0723061	0.0694831	0.0562192	0.0750939	0.0758424	0.112152	0.0860042	0.0485989	0.0565317	0.129469	0.0711182	0.0598436	0.081092
Sample79	0.0682552	0.0801951	0.132399	0.0785817	0.150203	0.0972295	0.0959033	0.0808766	0.0548895	0.0524939	0.0905466	0.0802374	0.0790301	0.0778587	0.0946181	0.0851824	0.0929063	0.0985328	0.0708518	0.0878016	0.10774	0.0848489	0.102924	0.0619475	0.0765671	0.0769152	0.0684727	0.0482105	0.0632225	0.0438163	0.0594032	0.0777395	0.056644	0.0695472	0.0994698	0.0658851	0.0886267	0.0462019	0.053057	0.0758424	0.0616615	0.103071	0.0955321	0.101126	0.0594275	0.0609436	0.0753542	0.0565317	0.068039	0.0926182	0.096278	0.0587288	0.0601651	0.0892038	0.0687541	0.0994698	0.0603145	0.0699338	0.0793181	0.0556462	0.0572795	0.0792356	0.0896287	0.0921614	0.0773448	0.0670963	0.0602148	0.0823648	0.0689114	0.076954	0.0784198	0.0716905	0.0750569	0.101836	0.0458082	0.0668867	0.047619	0.0361664	0	0.0803644	0.0463177	0.0634122	0.0681315	0.0725829	0.0741059	0.0695792	0.0652511	0.0991328	0.0790301	0.0676103	0.0771489	0.137915	0.0723751	0.0804068	0.112335
Sample80	0.0797333	0.0742869	0.181002	0.100428	0.121912	0.13084	0.104116	0.120346	0.0611728	0.137753	0.114108	0.10404	0.0701612	0.100986	0.129604	0.100152	0.130701	0.150417	0.102924	0.165848	0.151946	0.14515	0.128799	0.0672468	0.0687541	0.126215	0.124977	0.0681315	0.0741782	0.0865945	0.101551	0.0780582	0.0989318	0.0461689	0.0768375	0.125222	0.0513178	0.0783795	0.102413	0.123536	0.157113	0.201619	0.190693	0.0842834	0.134464	0.159669	0.110895	0.106524	0.165251	0.157613	0.139916	0.0980066	0.052474	0.0781784	0.0701287	0.103293	0.154223	0.0641811	0.178567	0.109674	0.0937829	0.114974	0.179364	0.157613	0.13663	0.135689	0.0995376	0.162098	0.14183	0.0674888	0.101056	0.127877	0.137915	0.0894157	0.063385	0.0634122	0.0631145	0.0889405	0.0803644	0	0.0848014	0.0655379	0.0947388	0.0904375	0.11134	0.103665	0.0822313	0.0483336	0.101765	0.14999	0.139916	0.142009	0.175506	0.139745	0.142367
Sample81	0.0563305	0.087043	0.0753169	0.0565541	0.105498	0.136314	0.146312	0.0444197	0.0579967	0.0652225	0.0494626	0.080577	0.0532196	0.0603145	0.117065	0.0886788	0.126847	0.118411	0.0800686	0.0617912	0.103293	0.10198	0.0866937	0.0886267	0.0593061	0.0550825	0.0652511	0.0606654	0.0818332	0.0611217	0.0825885	0.0511256	0.0682862	0.0600411	0.0933715	0.0707523	0.0756163	0.0477226	0.0572108	0.0809196	0.0720313	0.0982032	0.0884707	0.0720655	0.0693234	0.0772663	0.0611217	0.0558875	0.0913182	0.0626858	0.0934886	0.0470888	0.0531382	0.063685	0.0716905	0.114204	0.0736747	0.0617912	0.0883153	0.0589682	0.0693234	0.0837258	0.118306	0.0618692	0.0843771	0.068817	0.0682243	0.0952252	0.109846	0.065856	0.086545	0.0653656	0.0842834	0.0941388	0.0538987	0.0598929	0.049082	0.0495721	0.0463177	0.0848014	0	0.0759181	0.0930801	0.0925608	0.0660307	0.0699987	0.0418409	0.0894157	0.0748353	0.0753169	0.0875471	0.0689745	0.0883153	0.0853743	0.100916
Sample82	0.0670063	0.0796083	0.147104	0.0939605	0.148319	0.0936061	0.0752797	0.162655	0.0743233	0.0904375	0.122949	0.0792356	0.0776603	0.0777395	0.0998779	0.0826334	0.0647686	0.107331	0.0803644	0.181421	0.13759	0.0969099	0.0855188	0.0634666	0.0714538	0.127102	0.107331	0.0585147	0.0526739	0.069101	0.063385	0.0998096	0.0807051	0.0531993	0.0801107	0.0907107	0.0796499	0.0578102	0.0820539	0.100916	0.0996054	0.206387	0.191209	0.0920479	0.0882637	0.0977459	0.0807479	0.0898429	0.101056	0.187713	0.106126	0.0761459	0.0585859	0.0880063	0.0573712	0.112794	0.0990657	0.0675495	0.123892	0.0775022	0.0696113	0.115169	0.121346	0.185827	0.0952252	0.0791944	0.0754664	0.0915414	0.0728267	0.0771489	0.0824541	0.100776	0.0971654	0.0885746	0.0712521	0.0619214	0.0581842	0.0695151	0.0634122	0.0655379	0.0759181	0	0.0590162	0.0777395	0.0773841	0.0565541	0.0846595	0.0860042	0.083772	0.106845	0.11197	0.152392	0.115072	0.116558	0.144579
Sample83	0.085858	0.0959655	0.167688	0.190693	0.191209	0.0893096	0.0608422	0.0987984	0.0573253	0.0697723	0.109933	0.0991328	0.165848	0.10725	0.121459	0.105968	0.0960278	0.0982689	0.118306	0.109076	0.107331	0.0878016	0.111162	0.0828585	0.158119	0.0981375	0.0694831	0.0792356	0.0561083	0.107168	0.0630606	0.0781383	0.101551	0.0785411	0.121685	0.0775417	0.0971654	0.101693	0.0863475	0.0841433	0.0725482	0.110543	0.109502	0.119047	0.0808337	0.0784602	0.10198	0.0852303	0.0736033	0.101765	0.106365	0.100706	0.149146	0.175137	0.0784198	0.0601155	0.0785411	0.125099	0.0915414	0.0831758	0.110193	0.127102	0.0901121	0.100846	0.0694831	0.0758802	0.112243	0.058349	0.0595738	0.191209	0.0920479	0.0753916	0.0788256	0.110631	0.120788	0.110631	0.117372	0.0723061	0.0681315	0.0947388	0.0930801	0.0590162	0	0.0473614	0.0915414	0.0666783	0.162376	0.102704	0.090492	0.0768763	0.0826334	0.129065	0.0706202	0.0855188	0.140603
Sample84	0.0785411	0.0829037	0.168318	0.112794	0.170592	0.086102	0.0860042	0.10857	0.0528548	0.0627925	0.107331	0.0816575	0.138738	0.101765	0.0757292	0.100567	0.102124	0.0767988	0.0801107	0.0947993	0.0974869	0.0716566	0.0969099	0.0729317	0.111519	0.0822313	0.0585859	0.0881605	0.0645998	0.0925608	0.0812218	0.0808766	0.0977459	0.0741782	0.108907	0.0583254	0.0976162	0.0852303	0.0768375	0.0806624	0.0578567	0.108907	0.0863968	0.108991	0.0718265	0.0691644	0.101908	0.0784602	0.0603644	0.107576	0.0939012	0.0992	0.140086	0.178173	0.0992673	0.0765286	0.0610198	0.108822	0.0719629	0.0769929	0.0885226	0.10725	0.0745054	0.107412	0.0787034	0.0714201	0.0913182	0.100567	0.0767601	0.175506	0.0776999	0.0636302	0.0660307	0.0928485	0.108907	0.100015	0.0983347	0.0694831	0.0725829	0.0904375	0.0925608	0.0777395	0.0473614	0	0.0691327	0.0958412	0.167688	0.0995376	0.0809626	0.0659724	0.0693234	0.151066	0.0603394	0.0712521	0.149146
Sample85	0.0412562	0.0504805	0.0624468	0.0876487	0.0602397	0.0818332	0.111699	0.10807	0.0546763	0.0542118	0.0495904	0.0465839	0.0904375	0.0706202	0.0892567	0.107331	0.0945579	0.0694192	0.0772663	0.0779384	0.0892567	0.0665893	0.0636302	0.0925608	0.0562415	0.0569603	0.0463674	0.0872439	0.0895754	0.0829942	0.0793594	0.0920479	0.0835416	0.0608169	0.0645157	0.0528146	0.0745419	0.0502185	0.0665597	0.0821868	0.0355869	0.0992	0.0685975	0.0505746	0.0505746	0.0494444	0.0554283	0.053424	0.050669	0.100916	0.0974869	0.0651655	0.0708518	0.102704	0.069228	0.123536	0.0453226	0.0919348	0.0716566	0.0708186	0.0817014	0.131683	0.0948599	0.0990657	0.0693872	0.0645998	0.0607663	0.0713192	0.0723751	0.103219	0.0610198	0.0555153	0.0567341	0.0752797	0.0789891	0.0590162	0.0656822	0.0562192	0.0741059	0.11134	0.0660307	0.0773841	0.0915414	0.0691327	0	0.0587765	0.0947388	0.116457	0.046268	0.0475845	0.0582077	0.0792768	0.0619736	0.0600164	0.0801529
Sample86	0.0601403	0.0731073	0.0840501	0.113823	0.101126	0.102997	0.096656	0.0940198	0.0750939	0.0799425	0.0678854	0.0853743	0.0703245	0.101836	0.116861	0.0740698	0.0744324	0.11188	0.116659	0.0880063	0.0749829	0.0703573	0.098599	0.0931382	0.0827233	0.074396	0.0592334	0.0705214	0.0964665	0.104116	0.0980066	0.0859554	0.0946181	0.0634394	0.0686914	0.0586811	0.0839108	0.0700961	0.0867434	0.0755038	0.0716905	0.0949205	0.0991328	0.0657111	0.0781383	0.0801107	0.0765286	0.0780582	0.0823648	0.0982032	0.0992673	0.0748722	0.085858	0.0846123	0.0707193	0.113073	0.0802797	0.0927332	0.0981375	0.0897892	0.106604	0.128533	0.102052	0.097358	0.0618432	0.0555807	0.09343	0.0764134	0.0782587	0.125715	0.0939012	0.0624204	0.065194	0.105109	0.0989987	0.0516469	0.0896287	0.0750939	0.0695792	0.103665	0.0699987	0.0565541	0.0666783	0.0958412	0.0587765	0	0.0956555	0.0927908	0.0655667	0.0705543	0.0647968	0.0902745	0.0926182	0.0645437	0.0857123
Sample87	0.0739256	0.141125	0.0701612	0.054149	0.0655667	0.16437	0.172635	0.0609182	0.0857608	0.120127	0.0726176	0.13084	0.0639874	0.064098	0.107006	0.109417	0.169279	0.161003	0.0841433	0.0946784	0.154457	0.178173	0.123418	0.0784198	0.0665597	0.0756916	0.102777	0.0644597	0.0763368	0.0653656	0.0954705	0.0704885	0.0756163	0.0729317	0.115169	0.121346	0.0612751	0.0582547	0.0778587	0.110368	0.151504	0.174408	0.154692	0.11028	0.120018	0.142187	0.0689114	0.0786222	0.173336	0.101197	0.0888356	0.0538571	0.0602397	0.0665301	0.0944377	0.180176	0.137268	0.077819	0.164079	0.0875979	0.0831758	0.0740337	0.151504	0.101126	0.134163	0.109331	0.0830849	0.140603	0.149356	0.0532196	0.144579	0.117785	0.153298	0.0859554	0.0557776	0.0679467	0.0605899	0.0758424	0.0652511	0.0822313	0.0418409	0.0846595	0.162376	0.167688	0.0947388	0.0956555	0	0.0900581	0.124371	0.116861	0.144203	0.0784602	0.193877	0.140086	0.130149
Sample88	0.108738	0.128932	0.136314	0.126089	0.167688	0.13126	0.111429	0.136	0.066471	0.193331	0.114974	0.129334	0.0766828	0.0864955	0.177782	0.117475	0.172288	0.208588	0.139916	0.183572	0.170592	0.167376	0.141125	0.0823648	0.0968463	0.15307	0.153298	0.0681624	0.0884189	0.104724	0.119692	0.0955321	0.127488	0.0500325	0.0884707	0.153758	0.0632766	0.0782587	0.110807	0.13759	0.232543	0.279978	0.23782	0.0739976	0.176252	0.213325	0.123892	0.138243	0.205675	0.192258	0.156865	0.121346	0.0713864	0.0856638	0.0881091	0.111519	0.180587	0.106444	0.181843	0.142547	0.119153	0.150849	0.247037	0.194429	0.16322	0.159146	0.138243	0.197292	0.174408	0.0978761	0.163504	0.156373	0.160733	0.129334	0.0859067	0.0610707	0.0744689	0.112152	0.0991328	0.0483336	0.0894157	0.0860042	0.102704	0.0995376	0.116457	0.0927908	0.0900581	0	0.130149	0.210114	0.169931	0.117681	0.232543	0.164955	0.23782
Sample89	0.0515886	0.0507068	0.121685	0.166759	0.113446	0.103071	0.123892	0.120899	0.0754289	0.0561748	0.0735321	0.0546338	0.100567	0.0575554	0.0923891	0.100846	0.0963407	0.0951641	0.102413	0.106047	0.132543	0.0923321	0.0707193	0.0817014	0.0645437	0.086545	0.0796083	0.0866937	0.102413	0.0949813	0.0914296	0.108153	0.101693	0.0616615	0.0698691	0.0755788	0.0895221	0.0626325	0.0770319	0.0997414	0.0610707	0.127102	0.120456	0.0670363	0.0660599	0.057671	0.0653942	0.0759181	0.0733191	0.107331	0.0798169	0.0926182	0.0746517	0.117372	0.070885	0.121459	0.064348	0.0709182	0.0856638	0.0731073	0.0724788	0.16437	0.0925608	0.106684	0.0892567	0.0819213	0.0886788	0.0657111	0.0898966	0.0730721	0.0592334	0.084471	0.0847068	0.0710848	0.091041	0.0623939	0.0696435	0.0860042	0.0790301	0.101765	0.0748353	0.083772	0.090492	0.0809626	0.046268	0.0655667	0.124371	0.130149	0	0.0636302	0.0690061	0.107087	0.0718946	0.073639	0.106926
Sample90	0.0633579	0.0618172	0.0950421	0.0957792	0.0940793	0.0835416	0.113729	0.0757292	0.047276	0.0543168	0.0727918	0.0718605	0.0994698	0.102704	0.0951031	0.0924463	0.102558	0.0782989	0.0805344	0.0671564	0.0653942	0.0539611	0.100152	0.10374	0.0841433	0.0506501	0.0438316	0.0884189	0.0863475	0.0884189	0.0855188	0.0716566	0.0917095	0.10359	0.0972937	0.0483336	0.122026	0.0732837	0.0577869	0.0693553	0.036527	0.0673676	0.0542748	0.0796499	0.0468859	0.047293	0.0836336	0.0503493	0.0413694	0.0746517	0.0940198	0.0659142	0.105889	0.108153	0.0893096	0.0914296	0.0450666	0.100498	0.0588962	0.0647686	0.0816575	0.109588	0.0850869	0.0738897	0.0623147	0.0571651	0.0708518	0.0737821	0.0728967	0.129876	0.073037	0.0497555	0.0505558	0.0976162	0.0879038	0.100567	0.0835416	0.0485989	0.0676103	0.14999	0.0753169	0.106845	0.0768763	0.0659724	0.0475845	0.0705543	0.116861	0.210114	0.0636302	0	0.024881	0.112152	0.0580201	0.027742	0.0726524
Sample91	0.0813955	0.0693872	0.110807	0.11197	0.105576	0.0914855	0.116357	0.0921614	0.0557776	0.0623939	0.0839108	0.0872439	0.114587	0.116659	0.110719	0.0752425	0.114877	0.0884707	0.0947388	0.0731425	0.048228	0.0451463	0.108403	0.0996054	0.0860042	0.0584199	0.036071	0.103145	0.0990657	0.103071	0.0952864	0.0824989	0.107905	0.104801	0.0988651	0.040933	0.129334	0.0919348	0.0674888	0.0610707	0.043755	0.0742144	0.0587049	0.0867434	0.0538779	0.0529962	0.097358	0.0589922	0.0487591	0.083267	0.101765	0.087955	0.0995376	0.135226	0.10374	0.0931382	0.053057	0.108236	0.0632766	0.0739616	0.0889405	0.123066	0.0940198	0.0830849	0.0484748	0.0493171	0.0819654	0.081092	0.0791944	0.158119	0.0800686	0.03974	0.0411716	0.108487	0.106285	0.0725135	0.0933131	0.0565317	0.0771489	0.139916	0.0875471	0.11197	0.0826334	0.0693234	0.0582077	0.0647968	0.144203	0.169931	0.0690061	0.024881	0	0.150633	0.0610962	0.0112643	0.0815263
Sample92	0.0568244	0.121459	0.0771099	0.0754664	0.102777	0.134464	0.194429	0.0793181	0.112061	0.148731	0.0671564	0.109588	0.0558875	0.111789	0.0987318	0.177011	0.118306	0.0903288	0.10234	0.0915414	0.150849	0.187235	0.108822	0.117167	0.107987	0.0923891	0.104955	0.114108	0.111789	0.10359	0.120677	0.0850869	0.0763368	0.0941388	0.106604	0.102196	0.0806624	0.0734965	0.088993	0.0919913	0.129604	0.147505	0.14383	0.0957173	0.117888	0.130979	0.086843	0.110631	0.160465	0.0907107	0.106684	0.0868929	0.109846	0.0923321	0.109933	0.124131	0.134014	0.120127	0.162655	0.113353	0.193877	0.0919913	0.105811	0.0894157	0.13342	0.123536	0.0983347	0.135844	0.134616	0.112794	0.0860042	0.0907107	0.141653	0.108487	0.111609	0.10542	0.108319	0.129469	0.137915	0.142009	0.0689745	0.152392	0.129065	0.151066	0.0792768	0.0902745	0.0784602	0.117681	0.107087	0.112152	0.150633	0	0.0981375	0.14515	0.109846
Sample93	0.0713192	0.0824541	0.188686	0.0915974	0.194988	0.0886788	0.119583	0.102777	0.0707193	0.052714	0.0883153	0.0850869	0.0979413	0.107168	0.0912626	0.0971013	0.0946181	0.0658851	0.0690693	0.073639	0.086843	0.0685038	0.0996054	0.0830849	0.101409	0.0751681	0.0639874	0.104419	0.0886788	0.0869429	0.0766828	0.096278	0.0746517	0.102196	0.112702	0.0510109	0.204974	0.0760318	0.0631145	0.0631145	0.0501254	0.0943778	0.0656244	0.10976	0.0623939	0.0603394	0.0910963	0.0696756	0.0544011	0.086545	0.0937239	0.102631	0.14346	0.154928	0.105187	0.0742869	0.0514916	0.109502	0.0614549	0.0675191	0.0988651	0.114684	0.0814391	0.0868929	0.0819213	0.0756539	0.0813955	0.0867932	0.0786628	0.180587	0.0650801	0.0547188	0.0617652	0.101693	0.113634	0.108319	0.104116	0.0711182	0.0723751	0.175506	0.0883153	0.115072	0.0706202	0.0603394	0.0619736	0.0926182	0.193877	0.232543	0.0718946	0.0580201	0.0610962	0.0981375	0	0.062052	0.129065
Sample94	0.0820096	0.0707523	0.107412	0.109161	0.101693	0.0976162	0.122601	0.089151	0.0559316	0.0651655	0.0808337	0.0923891	0.115858	0.11894	0.117785	0.0755788	0.121122	0.0917095	0.0971013	0.0700636	0.0472248	0.0464838	0.111251	0.10198	0.0849439	0.0578102	0.0357513	0.106285	0.106126	0.109417	0.0999463	0.0799425	0.114204	0.107087	0.103145	0.0412562	0.128007	0.0949205	0.0701938	0.0621306	0.0454675	0.07339	0.0576247	0.0874964	0.0559757	0.0553632	0.0992673	0.0588483	0.052694	0.0784602	0.104571	0.0907656	0.0982689	0.137107	0.109588	0.0946784	0.0551902	0.108236	0.0641534	0.0765286	0.0944978	0.123654	0.0988651	0.0776999	0.047619	0.050443	0.0831758	0.0821868	0.0822313	0.153528	0.0847541	0.0395255	0.0415116	0.111519	0.110455	0.0730018	0.0988651	0.0598436	0.0804068	0.139745	0.0853743	0.116558	0.0855188	0.0712521	0.0600164	0.0645437	0.140086	0.164955	0.073639	0.027742	0.0112643	0.14515	0.062052	0	0.0804068
Sample95	0.0736033	0.0594275	0.0668569	0.118622	0.0754664	0.102052	0.203604	0.0873447	0.0824989	0.114204	0.0733545	0.175137	0.0833126	0.236445	0.198488	0.123536	0.145534	0.174048	0.150849	0.0767601	0.0763751	0.0912626	0.176252	0.207109	0.0773448	0.0591609	0.0689429	0.13538	0.180176	0.161822	0.156129	0.0799845	0.153758	0.189679	0.100498	0.0960902	0.114491	0.132979	0.0785411	0.0883153	0.0679775	0.07039	0.0614549	0.104191	0.0719971	0.0768375	0.123536	0.073639	0.0876996	0.0755038	0.110719	0.116861	0.0750198	0.132688	0.146116	0.0984667	0.0858093	0.0955321	0.0964036	0.120127	0.120677	0.110631	0.0976162	0.075131	0.0824095	0.086843	0.0998779	0.0786628	0.104955	0.129876	0.0943179	0.0698691	0.0829489	0.162098	0.13759	0.173336	0.115463	0.081092	0.112335	0.142367	0.100916	0.144579	0.140603	0.149146	0.0801529	0.0857123	0.130149	0.23782	0.106926	0.0726524	0.0815263	0.109846	0.129065	0.0804068	0